Item,Title,Price,Image_link,Purchase_link
Xiaomi,Xiaomi Redmi Note 3 pro,"16,990",https://www.buymobile.com.bd/image/cache/catalog/xiaomi/xiaomi_mobile/redmi_note3_pro/bm1-228x228.jpg,https://www.buymobile.com.bd/Xiaomi Redmi Note 3 pro
Xiaomi,Xiaomi Redmi 3 pro,"15,500",https://www.buymobile.com.bd/image/cache/catalog/xiaomi/xiaomi_mobile/redmi_3s/bm3-228x228.jpg,https://www.buymobile.com.bd/Xiaomi Redmi 3 pro
Huawei,Huawei Y6II,"13,900",https://www.buymobile.com.bd/image/cache/catalog/huawei/huawei_y6ii/b1-228x228.jpg,https://www.buymobile.com.bd/Huawei Y6II
Huawei,Huawei Y5II,"8,990",https://www.buymobile.com.bd/image/cache/catalog/huawei/huawei_y5ii/b6-228x228.jpg,https://www.buymobile.com.bd/Huawei Y5II
Xiaomi,Xiaomi Redmi 3s,"12,490",https://www.buymobile.com.bd/image/cache/catalog/xiaomi/xiaomi_mobile/redmi_3s/bm1-228x228.jpg,https://www.buymobile.com.bd/Xiaomi Redmi 3s
Xiaomi,Xiaomi Mi 5,"37,900",https://www.buymobile.com.bd/image/cache/catalog/xiaomi/xiaomi_mobile/mi5/bmf1-228x228.jpg,https://www.buymobile.com.bd/Xiaomi Mi 5
Alcatel,Alcatel Onetouch 2040D ,"1,655",https://www.buymobile.com.bd/image/cache/catalog/alcatel/2040D/bm1-228x228.jpg,https://www.buymobile.com.bd/Alcatel Onetouch 2040D
Alcatel,Alcatel Idol 4,"15,000",https://www.buymobile.com.bd/image/cache/catalog/alcatel/idol_4/bm1-228x228.jpg,https://www.buymobile.com.bd/Alcatel Idol 4
Sony,Sony Xperia C3 Dual,"18,900",https://www.buymobile.com.bd/image/cache/catalog/sony/mobile/c3_dual/bm3-228x228.jpg,https://www.buymobile.com.bd/C3 Dual
Sony,Sony Xperia M4 Aqua Dual,"18,900",https://www.buymobile.com.bd/image/cache/catalog/sony/mobile/m4_aqua/bm1-228x228.jpg,https://www.buymobile.com.bd/M4 Aqua Dual
Sony,Sony Xperia C4 Dual,"26,900",https://www.buymobile.com.bd/image/cache/catalog/sony/mobile/c4_dual/bm6-228x228.jpg,https://www.buymobile.com.bd/C4 Dual
Alcatel,Alcatel Pixi 4 (5inch),"4,799",https://www.buymobile.com.bd/image/cache/catalog/alcatel/pixi4_5/bm2-228x228.jpg,https://www.buymobile.com.bd/Alcatel Pixi 4 (5inch)
Alcatel,Alcatel Pixi 4 (6inch),"6,000",https://www.buymobile.com.bd/image/cache/catalog/alcatel/pixi4_6/discount-228x228.jpg,https://www.buymobile.com.bd/Alcatel Pixi 4 (6inch)
Sony,Sony Xperia C5 Ultra Dual,"27,900",https://www.buymobile.com.bd/image/cache/catalog/sony/mobile/c5_ultra_dual/bm5-228x228.jpg,https://www.buymobile.com.bd/latest-mobile-phone?product_id=225
Sony,Sony Xperia M5 Dual,"29,900",https://www.buymobile.com.bd/image/cache/catalog/sony/mobile/m5_dual/bm3-228x228.jpg,https://www.buymobile.com.bd/latest-mobile-phone?product_id=224
Sony,Sony Xperia Z3 Tablet Compact,"29,900",https://www.buymobile.com.bd/image/cache/catalog/sony/mobile/z3_tablet_compact/bm5-228x228.jpg,https://www.buymobile.com.bd/latest-mobile-phone?product_id=223
Alcatel,Alcatel Onetouch X1,"13,999",https://www.buymobile.com.bd/image/cache/catalog/alcatel/alcatel_x1/white%20x1-228x228.jpg,https://www.buymobile.com.bd/Alcatel Onetouch X1 7053D
Alcatel,Alcatel Onetouch 10.52D,890,https://www.buymobile.com.bd/image/cache/catalog/alcatel/1052/discount-228x228.jpg,https://www.buymobile.com.bd/Alcatel Onetouch 10.52D
Sony,Sony Xperia Z3 Compact ,"36,900",https://www.buymobile.com.bd/image/cache/catalog/sony/mobile/z3_compact/bm1-228x228.jpg,https://www.buymobile.com.bd/Sony Xperia Z3 Compact
Sony,Sony Xperia Z3,"44,900",https://www.buymobile.com.bd/image/cache/catalog/sony/mobile/xperia_z3/bm1-228x228.jpg,https://www.buymobile.com.bd/Sony Xperia Z3
Sony,Sony Xperia Z2 Tablet,"52,900",https://www.buymobile.com.bd/image/cache/catalog/sony/mobile/z2_tablet/bm1-228x228.jpg,https://www.buymobile.com.bd/Sony Xperia Z2 Tablet
Sony,Sony Xperia Z5 Premium Dual,"59,900",https://www.buymobile.com.bd/image/cache/catalog/sony/mobile/z5_premium/bm1-228x228.jpg,https://www.buymobile.com.bd/Sony Xperia Z5 Premium Dual
Sony,Sony Xperia Z5 Dual,"57,900",https://www.buymobile.com.bd/image/cache/catalog/sony/mobile/z5_dual/bm1-228x228.jpg,https://www.buymobile.com.bd/Xperia Z5 Dual
ASUS,ASUS Zenfone ZE601KL Laser,"14,990",https://www.buymobile.com.bd/image/cache/catalog/asus/laser_ze601kl/bm1-228x228.jpg,https://www.buymobile.com.bd/ASUS Zenfone ZE601KL Laser
Alcatel,Alcatel Onetouch Pop Up,"8,499",https://www.buymobile.com.bd/image/cache/catalog/alcatel/pop_up/p1-228x228.jpg,https://www.buymobile.com.bd/Alcatel Onetouch Pop Up
Huawei,Huawei GR3,"15,990",https://www.buymobile.com.bd/image/cache/catalog/huawei/huawei_gr3/p3-228x228.jpg,https://www.buymobile.com.bd/Huawei GR3
Huawei,Huawei Y6 Pro,"11,690",https://www.buymobile.com.bd/image/cache/catalog/huawei/y6_pro/gold-228x228.jpg,https://www.buymobile.com.bd/Huawei Y6 Pro
Lenovo,Lenovo ZUK Z1,"18,999",https://www.buymobile.com.bd/image/cache/catalog/lenovo/zuk_z1/p1-228x228.jpg,https://www.buymobile.com.bd/Lenovo ZUK Z1
ASUS,ASUS Zenfone ZE551ML,"16,990",https://www.buymobile.com.bd/image/cache/catalog/asus/ZE551ML/p1-228x228.png,https://www.buymobile.com.bd/ASUS Zenfone ZE551ML
ASUS,ASUS Zenfone ZE550KL,"14,390",https://www.buymobile.com.bd/image/cache/catalog/asus/ZE550KL/p1-228x228.png,https://www.buymobile.com.bd/ASUS Zenfone ZE550KL
ASUS,ASUS Zenfone 2 Deluxe ZE551ML,"18,590",https://www.buymobile.com.bd/image/cache/catalog/asus/ZE551ML_deluxe/p1-228x228.png,https://www.buymobile.com.bd/ASUS Zenfone ZE551ML Deluxe
Huawei,Huawei MediaPad T1 8,"16,490",https://www.buymobile.com.bd/image/cache/catalog/huawei/media%20pad/17-Huawei-MediaPad-T1-8-228x228.jpg,https://www.buymobile.com.bd/Huawei MediaPad T1 8
Huawei,Huawei MediaPad T1 10,"25,990",https://www.buymobile.com.bd/image/cache/catalog/huawei/media%20pad/15-Huawei-MediaPad-T1-10-228x228.jpg,https://www.buymobile.com.bd/MediaPad T1 10
Alcatel,Alcatel Onetouch Pop Star,"8,499",https://www.buymobile.com.bd/image/cache/catalog/alcatel/pop_star/pop-star-228x228.jpg,https://www.buymobile.com.bd/Alcatel Onetouch Pop Star 5022D
Huawei,Huawei Ascend Mate,"22,990",https://www.buymobile.com.bd/image/cache/catalog/huawei/ascend_mate/Huawei-Ascend-Mate-228x228.jpg,https://www.buymobile.com.bd/Huawei Ascend Mate
Huawei,Huawei Honor 6 Plus,"44,990",https://www.buymobile.com.bd/image/cache/catalog/huawei/honor_6_plus/p3-228x228.jpg,https://www.buymobile.com.bd/Huawei Honor 6 Plus
Huawei,Huawei Honor 6,"33,500",https://www.buymobile.com.bd/image/cache/catalog/huawei/honor_6/p3-228x228.jpg,https://www.buymobile.com.bd/Huawei Honor 6
Huawei,Huawei Honor 3C,"19,500",https://www.buymobile.com.bd/image/cache/catalog/huawei/honor_3c/p3-228x228.jpg,https://www.buymobile.com.bd/Huawei Honor 3C
Huawei,Huawei Honor Holly,"10,990",https://www.buymobile.com.bd/image/cache/catalog/huawei/honor_holly/p3-228x228.jpeg,https://www.buymobile.com.bd/Huawei Honor Holly
Huawei,Huawei Ascend P7,"39,990",https://www.buymobile.com.bd/image/cache/catalog/huawei/ascend_p7/p1-228x228.jpg,https://www.buymobile.com.bd/Huawei Ascend P7 Ascend P7
Huawei,Huawei Ascend P6,"24,990",https://www.buymobile.com.bd/image/cache/catalog/huawei/ascend_p6/p5-228x228.jpg,https://www.buymobile.com.bd/Huawei Ascend P6 Ascend P6
Huawei,Huawei Ascend G730,"16,500",https://www.buymobile.com.bd/image/cache/catalog/huawei/ascend_g730/p4-228x228.jpg,https://www.buymobile.com.bd/Huawei Ascend G730 G730
Huawei,Huawei Ascend G700,"17,500",https://www.buymobile.com.bd/image/cache/catalog/huawei/ascend_g700/Huawei-Ascend-G700-228x228.jpg,https://www.buymobile.com.bd/Huawei Ascend G700 G700
Huawei,Huawei Ascend G630,"15,490",https://www.buymobile.com.bd/image/cache/catalog/huawei/ascend_g630/p4-228x228.jpg,https://www.buymobile.com.bd/Huawei Ascend G630 G630
Huawei,Huawei Ascend Y520,"7,490",https://www.buymobile.com.bd/image/cache/catalog/huawei/ascend_y520/p4-228x228.jpg,https://www.buymobile.com.bd/Huawei Ascend Y520 Y520
Huawei,Huawei Ascend Y511,"6,990",https://www.buymobile.com.bd/image/cache/catalog/huawei/ascend_y511/Huawei-Ascend-Y511-228x228.jpg,https://www.buymobile.com.bd/Huawei Ascend Y511 Y511
Huawei,Huawei MediaPad T1 7.0,"9,990",https://www.buymobile.com.bd/image/cache/catalog/huawei/media%20pad/16-Huawei-MediaPad-T1-7.0-228x228.jpg,https://www.buymobile.com.bd/Huawei MediaPad T1 7.0 T1 7.0
Huawei,Huawei Ascend Mate 7,"52,750",https://www.buymobile.com.bd/image/cache/catalog/huawei/ascend_mate_7/Ascend-Mate7-228x228.jpg,https://www.buymobile.com.bd/Huawei Ascend Mate 7
Huawei,Huawei P8 64GB,"49,990",https://www.buymobile.com.bd/image/cache/catalog/huawei/p8_64gb/front-228x228.jpg,https://www.buymobile.com.bd/Huawei P8 64GB
Huawei,Huawei GR5,"18,990",https://www.buymobile.com.bd/image/cache/catalog/huawei/huawei_gr5/HUAWEI-GR5-228x228.jpg,https://www.buymobile.com.bd/Huawei GR5
Huawei,Huawei Mate 8,"49,990",https://www.buymobile.com.bd/image/cache/catalog/huawei/mate_8/img2-228x228.jpg,https://www.buymobile.com.bd/Huawei Mate 8
Huawei,Huawei P8 16GB,"44,990",https://www.buymobile.com.bd/image/cache/catalog/huawei/huawei_p8/p8-228x228.jpg,https://www.buymobile.com.bd/Huawei P8 16GB
Huawei,Huawei G7 Plus,"26,990",https://www.buymobile.com.bd/image/cache/catalog/huawei/huawei_g7_plus/g7plus-228x228.jpg,https://www.buymobile.com.bd/Huawei G7 Plus
Huawei,Huawei Ascend G7,"25,990",https://www.buymobile.com.bd/image/cache/catalog/huawei/%20ascencd%20g7/2-Huawei-Ascend-G7-228x228.jpg,https://www.buymobile.com.bd/Huawei Ascend G7 
Huawei,Huawei P8 lite,"15,490",https://www.buymobile.com.bd/image/cache/catalog/huawei/p8_lite/img-228x228.png,https://www.buymobile.com.bd/Huawei P8 lite
Huawei,Huawei Honor 4X,"12,990",https://www.buymobile.com.bd/image/cache/catalog/huawei/honor_4x/white-228x228.jpg,https://www.buymobile.com.bd/Huawei Honor 4X
Huawei,Huawei G Play Mini,"12,490",https://www.buymobile.com.bd/image/cache/catalog/huawei/g_play_mini/gplaymini-228x228.jpg,https://www.buymobile.com.bd/Huawei G Play Mini
Nokia,Nokia 230 DS,"5,099",https://www.buymobile.com.bd/image/cache/catalog/microsoft/nokia_230_ds/Nokia-230-Dark-Silver-DSIM-Selfie-screen-228x228.png,https://www.buymobile.com.bd/Nokia 230 DS
Nokia,Nokia 225 DS,"4,600",https://www.buymobile.com.bd/image/cache/catalog/microsoft/nokia_225_ds/nokia_225_-_itmarket.my_(5)__70439_zoom-228x228.jpg,https://www.buymobile.com.bd/Nokia-225-DS
Nokia,Nokia 222 DS,"3,999",https://www.buymobile.com.bd/image/cache/catalog/microsoft/nokia_222_ds/Nokia-222-DSIM-specs-front-black-png-228x228.png,https://www.buymobile.com.bd/Nokia 222 DS
Nokia,Nokia 215 DS,"2,899",https://www.buymobile.com.bd/image/cache/catalog/microsoft/nokia_215_ds/Nokia-215-Dual-SIM-specs-front-black-png-228x228.png,https://www.buymobile.com.bd/Nokia 215 DS
Nokia,Nokia 130 DS,"2,099",https://www.buymobile.com.bd/image/cache/catalog/microsoft/nokia_130_ds/NOKIA-130-DS-562x600-228x228.jpg,https://www.buymobile.com.bd/Nokia 130 DS
Huawei,Huawei Y625,"7,990",https://www.buymobile.com.bd/image/cache/catalog/huawei/huawei_y625/huawei-y625-228x228.jpg,https://www.buymobile.com.bd/Huawei Y625
Huawei,Huawei Y6,"10,990",https://www.buymobile.com.bd/image/cache/catalog/huawei/huawei_Y6/Huawei%20Y6-228x228.jpg,https://www.buymobile.com.bd/Huawei Y6
Huawei,Huawei Y5C,"5,990",https://www.buymobile.com.bd/image/cache/catalog/huawei/huawei_y5c/Huawei-Y5C-228x228.jpg,https://www.buymobile.com.bd/Huawei Y5C 
Huawei,Huawei Y3C,"4,990",https://www.buymobile.com.bd/image/cache/catalog/huawei/huawei_y3c/260480-228x228.jpg,https://www.buymobile.com.bd/Huawei Y3C
Alcatel,Alcatel Onetouch 20.12D,"3,299",https://www.buymobile.com.bd/image/cache/catalog/2012d/2012D-228x228.jpg,https://www.buymobile.com.bd/Alcatel Onetouch 2012D Bar Phone
Nokia,Nokia X2,"12,500",https://www.buymobile.com.bd/image/cache/catalog/microsoft/nokia_x2/Nokia-X2-228x228.jpg,https://www.buymobile.com.bd/Nokia X2
Alcatel,Alcatel  Onetouch Pop 8,"13,999",https://www.buymobile.com.bd/image/cache/catalog/tab8/8-228x228.jpg,https://www.buymobile.com.bd/Alcatel  Onetouch Pop 8 P-320
Alcatel,Alcatel Onetouch Pop 7,"6,499",https://www.buymobile.com.bd/image/cache/catalog/tab7/pop7-228x228.jpg,https://www.buymobile.com.bd/Alcatel Onetouch Pop 7 P-310
Alcatel,Alcatel Onetouch 10.41D,"1,249",https://www.buymobile.com.bd/image/cache/catalog/10.41D/Untitled-1-228x228.png,https://www.buymobile.com.bd/Alcatel Onetouch 10.41D 
Apple,Iphone 6 Plus (16GB),"86,640",https://www.buymobile.com.bd/image/cache/catalog/apple_6_plus/apple-iphone-6-plus-400x400-imaeynypmytfsxv5-228x228.jpeg,https://www.buymobile.com.bd/Iphone 6 plus 16 GB
Apple,iPhone 6S (128GB),"92,999",https://www.buymobile.com.bd/image/cache/catalog/apple_s_16_GB/apple-iphone-6s-na-400x400-imaebym7xbtayesf-228x228.jpeg,https://www.buymobile.com.bd/iPhone 6 S 128 GB
Apple,iPhone 6S (64GB),"81,999",https://www.buymobile.com.bd/image/cache/catalog/apple_s_16_GB/apple-iphone-6s-na-400x400-imaebym8qz2hhh8n-228x228.jpeg,https://www.buymobile.com.bd/iPhone 6 S 64 GB
Apple,iPhone 6S (16GB),"71,499",https://www.buymobile.com.bd/image/cache/catalog/apple_s_16_GB/apple-iphone-6s-na-400x400-imaebym6vqhggczq-228x228.jpeg,https://www.buymobile.com.bd/iPhone 6 S 16 GB
Apple,iPhone 6 Plus (128GB),"94,500",https://www.buymobile.com.bd/image/cache/catalog/apple_6_plus_128GB/apple-iphone-6-plus-400x400-imaeymdqfzw2zzhw-228x228.jpeg,https://www.buymobile.com.bd/iPhone 6 Plus 128 GB
Apple,Iphone 6 Plus (64GB),"83,400",https://www.buymobile.com.bd/image/cache/catalog/apple_6_plus/apple-iphone-6-plus-400x400-imaeymdqx2g2wtjn-228x228.jpeg,https://www.buymobile.com.bd/Iphone 6 plus 64 GB A1524
Apple,iPhone 6 (64GB),"75,999",https://www.buymobile.com.bd/image/cache/catalog/apple_6_64gb/apple-iphone-6-400x400-imaeymdqs5gm5xkz-228x228.jpeg,https://www.buymobile.com.bd/iPhone 6 64 GB
Apple,iPhone 6 (16GB),"61,200",https://www.buymobile.com.bd/image/cache/catalog/apple_6/apple-iphone-6-400x400-imaeynyptwbgfn5s-228x228.jpeg,https://www.buymobile.com.bd/iPhone 6 16 GB
Nokia,Nokia XL ,"13,990",https://www.buymobile.com.bd/image/cache/catalog/NokiaXL/Nokia-XL-228x228.jpg,https://www.buymobile.com.bd/Nokia XL 
Nokia,Nokia 105 SS,"1,399",https://www.buymobile.com.bd/image/cache/catalog/nokia/Nokia%20150/nok-228x228.gif,https://www.buymobile.com.bd/Nokia 105 
Alcatel,Alcatel  Onetouch Pop C2 ,"2,200",https://www.buymobile.com.bd/image/cache/catalog/popc2/Untitled-1-228x228.png,https://www.buymobile.com.bd/Alcatel  Onetouch Pop C2 4032D
Alcatel,Alcatel Onetouch Pop D5,"5,499",https://www.buymobile.com.bd/image/cache/catalog/popd5/Untitled-1-228x228.png,https://www.buymobile.com.bd/Alcatel Onetouch Pop D5 5038D
Alcatel,Alcatel  Onetouch Pop C5,"2,499",https://www.buymobile.com.bd/image/cache/catalog/popc5/Untitled-1-228x228.png,https://www.buymobile.com.bd/Alcatel  Onetouch Pop C5 5036D
Alcatel,Alcatel  Onetouch Fire C,"1,499",https://www.buymobile.com.bd/image/cache/catalog/FIRE%20C/Fire%20C%202G%20Bluish%20Black%20Front%20V1.0-228x228.jpg,https://www.buymobile.com.bd/alcatel-onetouch-fire-c-4020d
Alcatel,Alcatel  Onetouch Pop C9,"5,999",https://www.buymobile.com.bd/image/cache/catalog/POPC9/c9-228x228.jpg,https://www.buymobile.com.bd/Alcatel  Onetouch Pop C9 7047D
Alcatel,Alcatel  Onetouch Pop C7,"3,999",https://www.buymobile.com.bd/image/cache/catalog/popc7/POP%20C7%20Full%20White%20Front%20V1.0-228x228.png,https://www.buymobile.com.bd/Alcatel  Onetouch Pop C7 7040D
Alcatel,Alcatel  Onetouch Star,"5,499",https://www.buymobile.com.bd/image/cache/catalog/star/Untitled-1-228x228.png,https://www.buymobile.com.bd/Alcatel  Onetouch Star 6010D
Alcatel,Alcatel  Onetouch Pop D1,"2,499",https://www.buymobile.com.bd/image/cache/catalog/popd1/POP%20D1%20Midnight%20Blue%20White%20TP%20Front%20V1.0-228x228.png,https://www.buymobile.com.bd/Alcatel  Onetouch Pop D1 4018D
Alcatel,Alcatel  Onetouch Pop C1,"2,200",https://www.buymobile.com.bd/image/cache/catalog/popc1/c1-228x228.jpg,https://www.buymobile.com.bd/Alcatel  Onetouch Pop C1 4015D
Alcatel,Alcatel Onetouch Flash 2 7049D,"10,499",https://www.buymobile.com.bd/image/cache/catalog/flash2/Volcanic_Gray_Pers09-228x228.jpg,https://www.buymobile.com.bd/Alcatel Onetouch Flash 2 7049D
Alcatel,Alcatel Onetouch Idol 2 Mini S,"4,999",https://www.buymobile.com.bd/image/cache/catalog/idol2minis/feature-228x228.jpg,https://www.buymobile.com.bd/Alcatel Onetouch Idol 2 Mini S 6036Y
Alcatel,Alcatel Onetouch Pop S3,"3,999",https://www.buymobile.com.bd/image/cache/catalog/pops3/s3-228x228.jpg,https://www.buymobile.com.bd/Alcatel Onetouch Pop S3 5050X
Alcatel,Alcatel Onetouch Idol2S,"9,999",https://www.buymobile.com.bd/image/cache/catalog/idol2s/idol2s-228x228.png,https://www.buymobile.com.bd/Alcatel Onetouch Idol2S  6050Y
Alcatel,Alcatel Onetouch Pop S9,"9,999",https://www.buymobile.com.bd/image/cache/catalog/pops9/idolpop-228x228.jpg,https://www.buymobile.com.bd/Alcatel Onetouch Pop S9 7050Y
Alcatel,Alcatel Onetouch Idol 2 Mini ,"4,299",https://www.buymobile.com.bd/image/cache/catalog/idol2mini/IDOL%202%20MINI%20(White)Slate%20Front%20V2.0-228x228.png,https://www.buymobile.com.bd/Alcatel Onetouch Idol 2 Mini 6016E
Alcatel,Alcatel Onetouch Idolx+,"7,499",https://www.buymobile.com.bd/image/cache/catalog/idolx+/idol-x+1-228x228.jpg,https://www.buymobile.com.bd/Alcatel Onetouch Idolx Plus  6043D
Alcatel,Alcatel Onetouch Pop D3,"2,499",https://www.buymobile.com.bd/image/cache/catalog/alcatel/d3-/d3-228x228.jpg,https://www.buymobile.com.bd/Alcatel Onetouch Pop D3  4035D
Alcatel,Alcatel Onetouch Idol Mini,"4,999",https://www.buymobile.com.bd/image/cache/catalog/Idol%20Mini/ONE%20TOUCH%20IDOL%20MINI%20Metallic%20Red%20Special%20V2-228x228.jpg,https://www.buymobile.com.bd/Alcatel Onetouch Idol Mini 6012D
Alcatel,Alcatel Onetouch Idol Alpha,"11,999",https://www.buymobile.com.bd/image/cache/catalog/alpha/mobileshow-228x228.png,https://www.buymobile.com.bd/Alcatel onetouch Idol Alpha 6032X
Alcatel,Alcatel Onetouch 20.07D,"2,299",https://www.buymobile.com.bd/image/cache/catalog/2007D/p2-228x228.jpg,https://www.buymobile.com.bd/Alcatel Onetouch 20.07D
Alcatel,Alcatel Onetouch Flash,"8,888",https://www.buymobile.com.bd/image/cache/catalog/flash/flashfear-228x228.jpg,https://www.buymobile.com.bd/Alcatel Onetouch Flash  6042D
Alcatel,Alcatel  Onetouch Idol x,"12,799",https://www.buymobile.com.bd/image/cache/catalog/idolx/red-228x228.jpg,https://www.buymobile.com.bd/Alcatel  Onetouch Idol x  6040D
